Cpd,Mass,RT,Avg Mass,Vol,Quality Score,m/z,Show/Hide,Label,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
761,1635.2019,3.515,1635.7739,14672,82.3,816.5937,TRUE,Cpd 761: 3.515,,816.5937,Negative,-2,-2,3.429,3.579,1814,0.087,0,3,1,,141,5,NZ_180830_s29.d,Find by Molecular Feature
288,1634.215,0.739,1635.0569,55415,82.7,1633.2085,TRUE,Cpd 288: 0.739,0.009,1633.2085,Negative,-1,-2,0.69,0.832,4849,0.089,0.01,6,2,,20,7,NZ_180830_s29.d,Find by Molecular Feature
790,1632.1693,3.704,1632.8221,26762,80,815.0774,TRUE,Cpd 790: 3.704,,815.0774,Negative,-2,-2,3.588,3.796,2639,0.102,0,3,1,,151,1,NZ_180830_s29.d,Find by Molecular Feature
818,1632.1682,4.22,1632.8636,90636,100,815.0771,TRUE,Cpd 818: 4.220,0.0077,815.0771,Negative,-1,-2,4.137,4.395,7287,0.111,0.01,6,2,,159,5,NZ_180830_s29.d,Find by Molecular Feature
758,1631.1785,3.509,1631.8973,267058,84.6,814.582,TRUE,Cpd 758: 3.509,0.0027,814.582,Negative,-1,-3,3.33,3.729,13725,0.147,0.04,9,3,,141,5,NZ_180830_s29.d,Find by Molecular Feature
734,1630.195,3.18,1631.0437,17570,86.4,814.0902,TRUE,Cpd 734: 3.180,,814.587,Negative,-2,-2,3.096,3.255,1742,0.087,0,3,1,,133,4,NZ_180830_s29.d,Find by Molecular Feature
824,1630.1935,4.286,1630.5969,105554,80,814.0896,TRUE,Cpd 824: 4.286,0.0036,814.0896,Negative,-1,-2,4.129,4.462,7234,0.133,0.01,4,2,,162,3,NZ_180830_s29.d,Find by Molecular Feature
6,1629.5172,0.567,1629.7091,15313,80,813.7513,TRUE,Cpd 6: 0.567,,813.7513,Negative,-2,-2,0.54,0.648,3847,0.061,0,2,1,,1,10,NZ_180830_s29.d,Find by Molecular Feature
650,1629.1952,2.689,1629.8894,257446,100,813.5904,TRUE,Cpd 650: 2.689,0.0028,813.5904,Negative,-2,-2,2.572,2.813,26296,0.081,0.04,8,1,,109,11,NZ_180830_s29.d,Find by Molecular Feature
894,1616.1665,5.012,1616.7626,35679,100,807.0761,TRUE,Cpd 894: 5.012,0.0022,807.0761,Negative,-1,-2,4.895,5.128,3464,0.091,0,4,2,,189,2,NZ_180830_s29.d,Find by Molecular Feature
77,1613.5285,0.584,1613.8246,5081,80,805.757,TRUE,Cpd 77: 0.584,,805.757,Negative,-2,-2,0.549,0.623,1313,0.05,0,2,1,,4,9,NZ_180830_s29.d,Find by Molecular Feature
762,1613.2205,3.516,1613.8866,99176,100,536.7332,TRUE,Cpd 762: 3.516,0.0028,536.7332,Negative,-2,-4,3.355,3.663,3955,0.121,0.01,8,3,,141,5,NZ_180830_s29.d,Find by Molecular Feature
791,1610.1874,3.713,1610.9813,151687,80,535.722,TRUE,Cpd 791: 3.713,0.0018,535.722,Negative,-1,-3,3.629,3.812,9515,0.089,0.02,10,3,,152,2,NZ_180830_s29.d,Find by Molecular Feature
819,1610.1873,4.22,1610.9463,552542,100,535.7224,TRUE,Cpd 819: 4.220,0.0041,535.7224,Negative,-1,-4,4.129,4.37,27832,0.101,0.08,17,4,,159,5,NZ_180830_s29.d,Find by Molecular Feature
755,1609.1984,3.503,1609.9124,1847058,100,535.3924,TRUE,Cpd 755: 3.503,0.001,535.3924,Negative,-1,-4,3.296,3.704,41305,0.182,0.25,15,4,,140,3,NZ_180830_s29.d,Find by Molecular Feature
823,1608.2126,4.284,1608.771,680260,80,535.0637,TRUE,Cpd 823: 4.284,0.0014,535.0637,Negative,-1,-4,4.17,4.462,35897,0.119,0.09,11,4,,162,3,NZ_180830_s29.d,Find by Molecular Feature
735,1608.2116,3.18,1609.1976,76203,100,535.0632,TRUE,Cpd 735: 3.180,0.0002,535.0632,Negative,-2,-3,3.038,3.305,4047,0.094,0.01,8,2,,133,4,NZ_180830_s29.d,Find by Molecular Feature
648,1607.213,2.689,1607.9328,459458,100,802.5994,TRUE,Cpd 648: 2.689,0.0024,802.5994,Negative,-2,-3,2.555,2.83,40157,0.08,0.06,12,2,,109,11,NZ_180830_s29.d,Find by Molecular Feature
559,1607.2128,1.673,1607.9748,17739,100,802.5991,TRUE,Cpd 559: 1.673,,802.5991,Negative,-2,-2,1.523,1.781,1354,0.112,0,3,1,,77,2,NZ_180830_s29.d,Find by Molecular Feature
617,1607.2112,2.402,1607.8516,16033,92.8,802.5983,TRUE,Cpd 617: 2.402,,802.5983,Negative,-2,-2,2.339,2.48,2170,0.073,0,3,1,,99,2,NZ_180830_s29.d,Find by Molecular Feature
102,1603.4697,0.589,1604.4098,27373,99.3,800.7276,TRUE,Cpd 102: 0.589,,800.7276,Negative,-2,-2,0.54,0.665,3289,0.076,0,4,1,,5,33,NZ_180830_s29.d,Find by Molecular Feature
620,1596.0425,2.415,1596.7342,9950,100,797.014,TRUE,Cpd 620: 2.415,,797.014,Negative,-2,-2,2.364,2.489,1314,0.074,0,3,1,,100,11,NZ_180830_s29.d,Find by Molecular Feature
982,1594.1869,5.537,1594.818,28887,100,530.3887,TRUE,Cpd 982: 5.537,0.0015,530.3887,Negative,-2,-4,5.469,5.653,1702,0.084,0,8,3,,217,5,NZ_180830_s29.d,Find by Molecular Feature
895,1594.1848,5.014,1594.9647,269386,100,530.3876,TRUE,Cpd 895: 5.014,0.0012,530.3876,Negative,-1,-4,4.845,5.136,12570,0.11,0.04,14,4,,189,2,NZ_180830_s29.d,Find by Molecular Feature
910,1594.1843,5.21,1594.7201,19054,83.6,530.3879,TRUE,Cpd 910: 5.210,0.002,530.3879,Negative,-2,-3,5.145,5.27,1819,0.073,0,5,2,,198,1,NZ_180830_s29.d,Find by Molecular Feature
717,1591.1899,2.895,1591.8842,114471,100,396.7903,TRUE,Cpd 717: 2.895,0.002,396.7903,Negative,-1,-4,2.838,2.971,6478,0.06,0.02,12,4,,123,5,NZ_180830_s29.d,Find by Molecular Feature
778,1590.2027,3.595,1591.1906,48059,96.8,529.0605,TRUE,Cpd 778: 3.595,0.0012,529.0605,Negative,-2,-4,3.496,3.729,1629,0.099,0.01,9,3,,146,1,NZ_180830_s29.d,Find by Molecular Feature
30,1585.4947,0.577,1586.4953,34872,100,791.7401,TRUE,Cpd 30: 0.577,,791.7401,Negative,-2,-2,0.532,0.665,4997,0.07,0,5,1,,3,56,NZ_180830_s29.d,Find by Molecular Feature
646,1585.2326,2.688,1586.0067,2138966,100,527.4037,TRUE,Cpd 646: 2.688,0.0011,527.4037,Negative,-1,-4,2.539,2.855,113313,0.081,0.29,21,4,,109,11,NZ_180830_s29.d,Find by Molecular Feature
560,1585.232,1.676,1586.0008,103949,100,527.4034,TRUE,Cpd 560: 1.676,0.0013,527.4034,Negative,-2,-4,1.564,1.789,4048,0.11,0.01,8,3,,77,2,NZ_180830_s29.d,Find by Molecular Feature
618,1585.2316,2.402,1585.9771,83745,98.3,527.4036,TRUE,Cpd 618: 2.402,0.0015,527.4036,Negative,-1,-3,2.33,2.514,6009,0.076,0.01,9,3,,99,2,NZ_180830_s29.d,Find by Molecular Feature
1464,1567.2135,9.722,1568.0875,7983,98.3,782.5995,TRUE,Cpd 1464: 9.722,,782.5995,Negative,-2,-2,9.666,9.774,883,0.07,0,3,1,,370,30,NZ_180830_s29.d,Find by Molecular Feature
50,1563.5486,0.58,1564.7369,28231,100,780.767,TRUE,Cpd 50: 0.580,,780.767,Negative,-2,-2,0.54,0.657,3753,0.068,0,5,1,,3,56,NZ_180830_s29.d,Find by Molecular Feature
1801,1553.9434,16.247,1554.0778,120022,80,516.9739,TRUE,Cpd 1801: 16.247,,516.9739,Negative,-3,-3,16.16,16.302,36529,0.056,0.02,2,1,,441,9,NZ_180830_s29.d,Find by Molecular Feature
752,1552.1843,3.418,1552.8997,8621,100,516.3875,TRUE,Cpd 752: 3.418,,516.3875,Negative,-3,-3,3.363,3.496,1195,0.07,0,3,1,,138,8,NZ_180830_s29.d,Find by Molecular Feature
2048,1535.9266,16.677,1536.3056,16014,96.2,766.956,TRUE,Cpd 2048: 16.677,,766.956,Negative,-2,-2,16.635,16.793,3296,0.086,0,3,1,,486,3,NZ_180830_s29.d,Find by Molecular Feature
1877,1523.9892,16.322,1524.186,22472,80,506.9891,TRUE,Cpd 1877: 16.322,,506.9891,Negative,-3,-3,16.135,16.444,3619,0.113,0,2,1,,451,8,NZ_180830_s29.d,Find by Molecular Feature
630,1512.0621,2.423,1512.7253,17006,100,755.0238,TRUE,Cpd 630: 2.423,,755.0238,Negative,-2,-2,2.355,2.497,2110,0.074,0,3,1,,101,2,NZ_180830_s29.d,Find by Molecular Feature
90,1497.4968,0.587,1498.6278,26206,98.8,747.7411,TRUE,Cpd 90: 0.587,,747.7411,Negative,-2,-2,0.54,0.665,2951,0.07,0,4,1,,5,33,NZ_180830_s29.d,Find by Molecular Feature
1264,1494.2377,8.38,1494.9373,13133,100,746.1116,TRUE,Cpd 1264: 8.380,,746.1116,Negative,-2,-2,8.317,8.459,1356,0.091,0,3,1,,321,7,NZ_180830_s29.d,Find by Molecular Feature
628,1490.0807,2.419,1490.623,37515,100,744.0331,TRUE,Cpd 628: 2.419,,744.0331,Negative,-2,-2,2.322,2.505,4631,0.084,0.01,3,1,,100,11,NZ_180830_s29.d,Find by Molecular Feature
608,1490.08,2.205,1490.6864,14370,100,744.0327,TRUE,Cpd 608: 2.205,,744.0327,Negative,-2,-2,2.139,2.289,1728,0.078,0,3,1,,94,8,NZ_180830_s29.d,Find by Molecular Feature
12,1479.53,0.573,1480.0389,33570,84.5,738.7576,TRUE,Cpd 12: 0.573,0.0013,738.7576,Negative,-1,-2,0.532,0.657,5625,0.07,0,4,2,,2,5,NZ_180830_s29.d,Find by Molecular Feature
2097,1479.5288,18.472,1479.9987,22769,80,738.7571,TRUE,Cpd 2097: 18.472,,738.7571,Negative,-2,-2,18.35,18.633,2107,0.168,0,3,1,,512,4,NZ_180830_s29.d,Find by Molecular Feature
713,1479.1744,2.89,1479.4234,10950,80,492.0509,TRUE,Cpd 713: 2.890,,492.0509,Negative,-3,-3,2.855,2.955,2914,0.054,0,2,1,,122,5,NZ_180830_s29.d,Find by Molecular Feature
645,1473.2042,2.685,1473.8161,30546,100,735.5945,TRUE,Cpd 645: 2.685,0.0019,735.5945,Negative,-2,-3,2.63,2.772,3277,0.064,0,6,2,,109,11,NZ_180830_s29.d,Find by Molecular Feature
1269,1472.2556,8.384,1472.9077,21905,100,735.1206,TRUE,Cpd 1269: 8.384,0.0014,735.1206,Negative,-1,-2,8.292,8.475,1831,0.09,0,4,2,,321,7,NZ_180830_s29.d,Find by Molecular Feature
595,1472.0705,2.037,1472.682,7213,99.3,735.028,TRUE,Cpd 595: 2.037,,735.028,Negative,-2,-2,1.997,2.089,1310,0.06,0,3,1,,91,7,NZ_180830_s29.d,Find by Molecular Feature
625,1468.0989,2.417,1468.7414,57898,100,733.0422,TRUE,Cpd 625: 2.417,0.003,733.0422,Negative,-1,-2,2.33,2.53,6052,0.084,0.01,5,2,,100,11,NZ_180830_s29.d,Find by Molecular Feature
606,1468.0975,2.203,1468.6635,26350,100,733.0415,TRUE,Cpd 606: 2.203,,733.0415,Negative,-2,-2,2.131,2.297,3003,0.088,0,3,1,,94,8,NZ_180830_s29.d,Find by Molecular Feature
27,1457.5832,0.577,1458.1929,15352,95.4,727.7843,TRUE,Cpd 27: 0.577,,727.7843,Negative,-2,-2,0.54,0.648,2872,0.066,0,3,1,,3,56,NZ_180830_s29.d,Find by Molecular Feature
506,1453.0875,1.138,1453.7581,12923,92.2,725.5365,TRUE,Cpd 506: 1.138,,725.5365,Negative,-2,-2,1.081,1.231,1476,0.095,0,3,1,,61,1,NZ_180830_s29.d,Find by Molecular Feature
1270,1450.2734,8.384,1450.8638,49049,100,724.1298,TRUE,Cpd 1270: 8.384,0.0029,724.1298,Negative,-1,-2,8.292,8.484,3357,0.096,0.01,5,2,,321,7,NZ_180830_s29.d,Find by Molecular Feature
600,1450.0888,2.043,1450.6973,14097,100,724.0371,TRUE,Cpd 600: 2.043,,724.0371,Negative,-2,-2,1.989,2.222,1981,0.081,0,3,1,,91,7,NZ_180830_s29.d,Find by Molecular Feature
604,1446.1166,2.203,1446.6621,38387,100,722.051,TRUE,Cpd 604: 2.203,,722.051,Negative,-2,-2,2.131,2.297,4176,0.087,0.01,3,1,,94,8,NZ_180830_s29.d,Find by Molecular Feature
626,1446.1165,2.417,1446.7227,87264,100,722.0511,TRUE,Cpd 626: 2.417,0.0034,722.0511,Negative,-1,-2,2.339,2.514,9617,0.08,0.01,6,2,,100,11,NZ_180830_s29.d,Find by Molecular Feature
385,1445.1368,0.819,1445.8499,4120,100,1444.1295,TRUE,Cpd 385: 0.819,,1444.1295,Negative,-1,-1,0.79,0.865,806,0.048,0,3,1,,31,7,NZ_180830_s29.d,Find by Molecular Feature
2087,1439.5355,18.463,1439.8587,66715,99.2,718.7605,TRUE,Cpd 2087: 18.463,,718.7605,Negative,-2,-2,18.325,18.683,4821,0.209,0.01,3,1,,511,9,NZ_180830_s29.d,Find by Molecular Feature
28,1439.5354,0.577,1439.884,88887,98.7,718.7604,TRUE,Cpd 28: 0.577,,718.7604,Negative,-2,-2,0.515,0.665,15549,0.081,0.01,4,1,,3,56,NZ_180830_s29.d,Find by Molecular Feature
508,1431.1071,1.147,1431.755,13952,100,714.5463,TRUE,Cpd 508: 1.147,,714.5463,Negative,-2,-2,1.073,1.231,1437,0.096,0,3,1,,62,2,NZ_180830_s29.d,Find by Molecular Feature
1267,1428.2914,8.383,1429.0134,85513,100,713.1386,TRUE,Cpd 1267: 8.383,0.0014,713.1386,Negative,-1,-2,8.3,8.5,5195,0.097,0.01,7,2,,321,7,NZ_180830_s29.d,Find by Molecular Feature
597,1428.1074,2.039,1428.7224,20848,100,713.0464,TRUE,Cpd 597: 2.039,,713.0464,Negative,-2,-2,1.989,2.122,2739,0.07,0,3,1,,91,7,NZ_180830_s29.d,Find by Molecular Feature
623,1424.1348,2.417,1424.7864,154731,100,711.0603,TRUE,Cpd 623: 2.417,0.0026,711.0603,Negative,-2,-2,2.322,2.497,14542,0.078,0.02,8,1,,100,11,NZ_180830_s29.d,Find by Molecular Feature
610,1424.1346,2.205,1424.8131,60818,100,711.0601,TRUE,Cpd 610: 2.205,0.002,711.0601,Negative,-1,-2,2.139,2.297,6375,0.084,0.01,6,2,,94,8,NZ_180830_s29.d,Find by Molecular Feature
376,1423.156,0.805,1423.8807,7776,100,1422.1487,TRUE,Cpd 376: 0.805,,1422.1487,Negative,-1,-1,0.757,0.857,1108,0.057,0,3,1,,29,7,NZ_180830_s29.d,Find by Molecular Feature
3,1417.5887,0.564,1417.7409,17852,80,707.7871,TRUE,Cpd 3: 0.564,,707.7871,Negative,-2,-2,0.532,0.648,4325,0.066,0,2,1,,1,10,NZ_180830_s29.d,Find by Molecular Feature
390,1414.0841,0.827,1414.7268,9370,100,1413.0768,TRUE,Cpd 390: 0.827,,1413.0768,Negative,-1,-1,0.79,0.89,1333,0.067,0,3,1,,32,4,NZ_180830_s29.d,Find by Molecular Feature
1475,1412.3244,9.732,1412.9876,48163,89.8,469.7682,TRUE,Cpd 1475: 9.732,0.0025,469.7682,Negative,-2,-3,9.608,9.874,2338,0.114,0.01,6,2,,372,4,NZ_180830_s29.d,Find by Molecular Feature
1271,1408.3132,8.388,1408.6246,15392,80,703.1493,TRUE,Cpd 1271: 8.388,,703.1493,Negative,-2,-2,8.3,8.484,1855,0.101,0,2,1,,322,2,NZ_180830_s29.d,Find by Molecular Feature
736,1408.1653,3.183,1408.6789,22269,100,703.0756,TRUE,Cpd 736: 3.183,0.0031,703.0756,Negative,-1,-2,3.013,3.263,2436,0.085,0,4,2,,133,4,NZ_180830_s29.d,Find by Molecular Feature
384,1408.0727,0.818,1408.7166,13947,100,1407.0654,TRUE,Cpd 384: 0.818,,1407.0654,Negative,-1,-1,0.765,0.882,1864,0.069,0,3,1,,31,7,NZ_180830_s29.d,Find by Molecular Feature
1268,1406.3086,8.384,1407.0611,64469,100,1405.3013,TRUE,Cpd 1268: 8.384,,1405.3013,Negative,-1,-1,8.292,8.509,5042,0.103,0.01,4,1,,321,7,NZ_180830_s29.d,Find by Molecular Feature
599,1406.1239,2.041,1406.7463,37528,100,702.0548,TRUE,Cpd 599: 2.041,0.0053,702.0548,Negative,-1,-2,1.981,2.139,4685,0.076,0.01,5,2,,91,7,NZ_180830_s29.d,Find by Molecular Feature
196,1405.5257,0.599,1406.5015,8152,82.5,1404.5184,TRUE,Cpd 196: 0.599,,1404.5184,Negative,-1,-1,0.557,0.657,796,0.059,0,3,1,,7,19,NZ_180830_s29.d,Find by Molecular Feature
624,1402.1528,2.417,1402.8107,289593,100,700.0692,TRUE,Cpd 624: 2.417,0.0009,700.0692,Negative,-2,-2,2.314,2.505,25673,0.077,0.04,10,1,,100,11,NZ_180830_s29.d,Find by Molecular Feature
609,1402.1528,2.205,1402.7509,101177,80,700.0692,TRUE,Cpd 609: 2.205,0.0017,700.0692,Negative,-1,-2,2.122,2.314,10845,0.083,0.01,6,2,,94,8,NZ_180830_s29.d,Find by Molecular Feature
357,1401.1761,0.785,1401.7458,17976,93.2,1400.1679,TRUE,Cpd 357: 0.785,0.0062,1400.1679,Negative,-1,-2,0.698,0.865,1697,0.09,0,5,2,,27,7,NZ_180830_s29.d,Find by Molecular Feature
387,1392.1047,0.821,1392.6688,23771,100,1391.0951,TRUE,Cpd 387: 0.821,0.0048,1391.0951,Negative,-1,-2,0.765,0.965,1875,0.083,0,5,2,,31,7,NZ_180830_s29.d,Find by Molecular Feature
795,1392.0834,3.795,1392.649,18808,81.4,695.0344,TRUE,Cpd 795: 3.795,,695.0344,Negative,-2,-2,3.721,3.937,1886,0.114,0,3,1,,154,4,NZ_180830_s29.d,Find by Molecular Feature
174,1391.557,0.596,1393.2894,17462,98.2,1390.5498,TRUE,Cpd 174: 0.596,,1390.5498,Negative,-1,-1,0.549,0.657,1414,0.064,0,5,1,,6,78,NZ_180830_s29.d,Find by Molecular Feature
668,1391.1007,2.825,1391.7989,35087,94.8,694.5433,TRUE,Cpd 668: 2.825,0.0059,694.5433,Negative,-1,-2,2.747,2.988,2231,0.103,0,4,2,,115,6,NZ_180830_s29.d,Find by Molecular Feature
553,1389.1178,1.367,1389.6647,58438,100,693.5516,TRUE,Cpd 553: 1.367,,693.5516,Negative,-2,-2,1.24,1.556,3541,0.168,0.01,3,1,,71,6,NZ_180830_s29.d,Find by Molecular Feature
703,1387.1442,2.881,1387.6453,27993,100,692.5652,TRUE,Cpd 703: 2.881,0.0046,692.5652,Negative,-1,-2,2.822,2.947,3592,0.064,0,5,2,,121,9,NZ_180830_s29.d,Find by Molecular Feature
723,1386.1843,3.008,1386.6896,62467,100,461.0542,TRUE,Cpd 723: 3.008,0.0001,461.0542,Negative,-2,-3,2.922,3.096,4171,0.09,0.01,5,2,,127,1,NZ_180830_s29.d,Find by Molecular Feature
737,1386.1837,3.184,1386.8159,142297,100,461.0543,TRUE,Cpd 737: 3.184,0.0022,461.0543,Negative,-1,-3,3.021,3.313,8803,0.096,0.02,10,3,,133,4,NZ_180830_s29.d,Find by Molecular Feature
374,1386.0933,0.803,1386.5935,55729,80,1385.0851,TRUE,Cpd 374: 0.803,0.0026,1385.0851,Negative,-1,-2,0.698,0.99,4202,0.124,0.01,5,2,,29,7,NZ_180830_s29.d,Find by Molecular Feature
1266,1384.329,8.383,1385.1118,897954,100,691.1572,TRUE,Cpd 1266: 8.383,0.0014,691.1572,Negative,-1,-3,8.267,8.575,31382,0.105,0.12,14,3,,321,7,NZ_180830_s29.d,Find by Molecular Feature
1222,1384.3272,8.028,1384.9459,46075,96.6,691.1564,TRUE,Cpd 1222: 8.028,0.0007,691.1564,Negative,-1,-3,7.934,8.142,2360,0.1,0.01,8,3,,308,3,NZ_180830_s29.d,Find by Molecular Feature
594,1384.1418,2.037,1384.768,61983,100,691.0638,TRUE,Cpd 594: 2.037,0.0043,691.0638,Negative,-1,-2,1.972,2.122,7251,0.071,0.01,6,2,,91,7,NZ_180830_s29.d,Find by Molecular Feature
2039,1383.8027,16.579,1383.9846,10651,80,460.2603,TRUE,Cpd 2039: 16.579,,460.2603,Negative,-3,-3,16.485,16.71,2215,0.095,0,2,1,,480,2,NZ_180830_s29.d,Find by Molecular Feature
621,1380.1713,2.416,1380.8064,439276,100,689.0786,TRUE,Cpd 621: 2.416,0.002,689.0786,Negative,-1,-3,2.272,2.564,42295,0.081,0.06,11,3,,100,11,NZ_180830_s29.d,Find by Molecular Feature
607,1380.1712,2.204,1380.7765,174624,100,689.0786,TRUE,Cpd 607: 2.204,0.0032,689.0786,Negative,-1,-2,2.114,2.305,16307,0.086,0.02,7,2,,94,8,NZ_180830_s29.d,Find by Molecular Feature
586,1380.1694,1.958,1380.7656,20157,100,689.0776,TRUE,Cpd 586: 1.958,0.0033,689.0776,Negative,-1,-2,1.897,2.131,2226,0.093,0,4,2,,88,4,NZ_180830_s29.d,Find by Molecular Feature
333,1380.0769,0.768,1380.7421,14990,100,1379.0696,TRUE,Cpd 333: 0.768,,1379.0696,Negative,-1,-1,0.707,0.84,1638,0.081,0,3,1,,25,12,NZ_180830_s29.d,Find by Molecular Feature
317,1379.1934,0.756,1379.7883,23020,100,1378.1858,TRUE,Cpd 317: 0.756,0.0018,1378.1858,Negative,-1,-2,0.574,0.832,1969,0.089,0,5,2,,23,13,NZ_180830_s29.d,Find by Molecular Feature
370,1375.1349,0.797,1376.1202,9304,80,1374.1276,TRUE,Cpd 370: 0.797,,1375.1258,Negative,-1,-1,0.607,0.882,985,0.107,0,3,1,,28,9,NZ_180830_s29.d,Find by Molecular Feature
11,1373.5707,0.573,1374.1181,39419,80,685.7753,TRUE,Cpd 11: 0.573,0.0207,685.7753,Negative,-1,-2,0.524,0.648,6971,0.064,0.01,6,2,,2,5,NZ_180830_s29.d,Find by Molecular Feature
2083,1373.5648,18.45,1373.7441,23082,80,685.7751,TRUE,Cpd 2083: 18.450,,685.7751,Negative,-2,-2,18.342,18.542,2503,0.119,0,2,1,,509,1,NZ_180830_s29.d,Find by Molecular Feature
1356,1370.9133,9.217,1371.1576,77112,80.9,684.4494,TRUE,Cpd 1356: 9.217,,684.4494,Negative,-2,-2,9.075,9.3,11994,0.112,0.01,3,1,,349,3,NZ_180830_s29.d,Find by Molecular Feature
380,1370.1211,0.811,1370.9574,30286,100,1369.1138,TRUE,Cpd 380: 0.811,,1369.1138,Negative,-1,-1,0.682,0.898,3123,0.089,0,4,1,,30,2,NZ_180830_s29.d,Find by Molecular Feature
793,1370.1001,3.785,1370.4381,19927,80,684.0428,TRUE,Cpd 793: 3.785,,684.0428,Negative,-2,-2,3.704,3.904,2416,0.115,0,2,1,,153,1,NZ_180830_s29.d,Find by Molecular Feature
475,1369.1342,1.041,1369.5469,6690,80,683.5598,TRUE,Cpd 475: 1.041,,683.5598,Negative,-2,-2,1.007,1.09,1019,0.067,0,2,1,,54,3,NZ_180830_s29.d,Find by Molecular Feature
745,1369.1176,3.401,1369.721,27563,100,683.5519,TRUE,Cpd 745: 3.401,0.0067,683.5519,Negative,-1,-2,3.313,3.488,2797,0.089,0,5,2,,137,4,NZ_180830_s29.d,Find by Molecular Feature
715,1368.1726,2.893,1368.7326,16736,100,455.0503,TRUE,Cpd 715: 2.893,,455.0503,Negative,-3,-3,2.838,2.955,2708,0.063,0,3,1,,123,5,NZ_180830_s29.d,Find by Molecular Feature
105,1367.8806,0.59,1368.3913,12770,95,682.933,TRUE,Cpd 105: 0.590,,682.933,Negative,-2,-2,0.549,0.657,3043,0.053,0,3,1,,5,33,NZ_180830_s29.d,Find by Molecular Feature
551,1367.1357,1.366,1367.6215,87751,100,682.5607,TRUE,Cpd 551: 1.366,0.0034,682.5607,Negative,-1,-2,1.24,1.539,5381,0.163,0.01,4,2,,71,6,NZ_180830_s29.d,Find by Molecular Feature
364,1367.1186,0.793,1367.9559,13758,100,1366.1113,TRUE,Cpd 364: 0.793,,1367.0995,Negative,-1,-1,0.698,0.848,1236,0.086,0,3,1,,28,9,NZ_180830_s29.d,Find by Molecular Feature
345,1364.1097,0.777,1364.6358,87004,100,1363.1024,TRUE,Cpd 345: 0.777,,1363.1024,Negative,-1,-1,0.69,0.957,8521,0.112,0.01,3,1,,26,15,NZ_180830_s29.d,Find by Molecular Feature
598,1362.1603,2.04,1362.7615,101269,100,680.0731,TRUE,Cpd 598: 2.040,0.0029,680.0731,Negative,-1,-2,1.972,2.131,11981,0.07,0.01,7,2,,91,7,NZ_180830_s29.d,Find by Molecular Feature
1448,1359.1759,9.718,1359.3309,13524,80,678.5802,TRUE,Cpd 1448: 9.718,0.0019,678.5802,Negative,-2,-3,9.649,9.782,1431,0.071,0,3,2,,370,30,NZ_180830_s29.d,Find by Molecular Feature
622,1358.1912,2.416,1358.8365,2677444,100,451.7234,TRUE,Cpd 622: 2.416,0.0018,451.7234,Negative,-1,-3,2.205,2.564,196605,0.079,0.37,16,3,,100,11,NZ_180830_s29.d,Find by Molecular Feature
605,1358.1903,2.203,1358.8068,985854,100,451.7231,TRUE,Cpd 605: 2.203,0.0017,451.7231,Negative,-1,-3,2.131,2.305,64297,0.083,0.14,12,3,,94,8,NZ_180830_s29.d,Find by Molecular Feature
676,1358.1897,2.851,1358.8806,129589,80,451.723,TRUE,Cpd 676: 2.851,0.0022,451.723,Negative,-1,-3,2.73,2.938,9876,0.081,0.02,10,3,,117,13,NZ_180830_s29.d,Find by Molecular Feature
588,1358.1896,1.962,1358.8338,120455,100,451.7227,TRUE,Cpd 588: 1.962,0.0015,451.7227,Negative,-1,-3,1.889,2.131,8450,0.086,0.02,10,3,,89,3,NZ_180830_s29.d,Find by Molecular Feature
342,1357.1026,0.776,1358.0132,18449,100,1356.0953,TRUE,Cpd 342: 0.776,,1357.0915,Negative,-1,-1,0.707,0.865,1576,0.088,0,3,1,,26,15,NZ_180830_s29.d,Find by Molecular Feature
368,1352.132,0.796,1354.1309,20972,98.5,1351.1248,TRUE,Cpd 368: 0.796,,1353.1416,Negative,-1,-1,0.723,0.873,1336,0.074,0,5,1,,28,9,NZ_180830_s29.d,Find by Molecular Feature
665,1351.1618,2.806,1351.7424,9577,100,674.5739,TRUE,Cpd 665: 2.806,0.004,674.5739,Negative,-1,-2,2.763,2.863,1340,0.056,0,4,2,,114,3,NZ_180830_s29.d,Find by Molecular Feature
447,1350.1481,0.976,1350.7633,6854,94.4,1349.1409,TRUE,Cpd 447: 0.976,,1349.1409,Negative,-1,-1,0.94,1.023,1533,0.05,0,3,1,,47,2,NZ_180830_s29.d,Find by Molecular Feature
358,1349.1407,0.786,1349.7913,31102,94.4,1348.1335,TRUE,Cpd 358: 0.786,,1348.1335,Negative,-1,-1,0.682,0.89,2589,0.11,0,3,1,,27,7,NZ_180830_s29.d,Find by Molecular Feature
794,1348.1187,3.795,1348.6006,42338,100,673.0522,TRUE,Cpd 794: 3.795,0.0008,673.0522,Negative,-1,-2,3.704,3.912,2856,0.116,0.01,4,2,,154,4,NZ_180830_s29.d,Find by Molecular Feature
670,1347.136,2.829,1348.0738,88393,100,672.5609,TRUE,Cpd 670: 2.829,0.0013,672.5609,Negative,-1,-2,2.722,2.947,4842,0.087,0.01,7,2,,115,6,NZ_180830_s29.d,Find by Molecular Feature
743,1347.1351,3.399,1347.8307,54663,100,672.5605,TRUE,Cpd 743: 3.399,0.003,672.5605,Negative,-1,-2,3.305,3.529,3695,0.102,0.01,6,2,,137,4,NZ_180830_s29.d,Find by Molecular Feature
